State,District,Year,Month,Insolation (in kWh/m²)
Madhya Pradesh,Vidisha,2024,November,123
Madhya Pradesh,Raisen,2024,November,126
Madhya Pradesh,Bhopal,2024,November,125
Madhya Pradesh,Sehore,2024,November,125
Madhya Pradesh,Narmadapuram,2024,November,130
Madhya Pradesh,Betul,2024,November,128
Maharashtra,Amravati,2024,November,126
Maharashtra,Akola,2024,November,129
Madhya Pradesh,Sagar,2024,November,117
Madhya Pradesh,Chhindwara,2024,November,128
Maharashtra,Wardha,2024,November,130
Maharashtra,Yavatmal,2024,November,131
Madhya Pradesh,Jabalpur,2024,November,128
Madhya Pradesh,Narsinghpur,2024,November,126
Madhya Pradesh,Seoni,2024,November,130
Maharashtra,Bhandara,2024,November,135
Maharashtra,Nagpur,2024,November,132
Uttar Pradesh,Sitapur,2024,November,75
Uttar Pradesh,Hardoi,2024,November,74
Uttar Pradesh,Lucknow,2024,November,77
Uttar Pradesh,Unnao,2024,November,78
Uttar Pradesh,Kanpur Nagar,2024,November,79
Uttar Pradesh,Hamirpur,2024,November,85
Uttar Pradesh,Fatehpur,2024,November,84
Uttar Pradesh,Banda,2024,November,95
Madhya Pradesh,Panna,2024,November,112
Assam,Hailakandi,2024,November,140
Bihar,Supaul,2024,November,93
Gujarat,Surat,2024,November,128
Tamil Nadu,Sivaganga,2024,November,88
Tamil Nadu,Thoothukudi,2024,November,107
Maharashtra,Hingoli,2024,November,133
Punjab,Shahid Bhagat Singh Nagar,2024,November,82
Himachal Pradesh,Kangra,2024,November,80
Sikkim,Mangan,2024,November,87
Sikkim,Namchi,2024,November,98
Assam,Dhubri,2024,November,122
Mizoram,Saiha,2024,November,132
Tamil Nadu,Nagapattinam,2024,November,100
Kerala,Pathanamthitta,2024,November,107
Maharashtra,Mumbai Suburban,2024,November,136
Meghalaya,Ri-Bhoi,2024,November,126
Meghalaya,South Garo Hills,2024,November,114
Mizoram,Serchhip,2024,November,153
Mizoram,Champhai,2024,November,153
Mizoram,Mamit,2024,November,153
Mizoram,Kolasib,2024,November,148
Punjab,Fatehgarh Sahib,2024,November,79
Madhya Pradesh,Anuppur,2024,November,123
Madhya Pradesh,Ashoknagar,2024,November,115
Uttarakhand,Champawat,2024,November,103
Uttarakhand,Rudraprayag,2024,November,124
Madhya Pradesh,Burhanpur,2024,November,127
Jammu and Kashmir,Muzaffarabad,2024,November,55
Jammu and Kashmir,Baramula,2024,November,72
Jammu and Kashmir,Punch,2024,November,72
Jammu and Kashmir,Mirpur,2024,November,65
Jammu and Kashmir,Riasi,2024,November,75
Jammu and Kashmir,Jammu,2024,November,73
Jammu and Kashmir,Udhampur,2024,November,78
Jammu and Kashmir,Kishtwar,2024,November,77
Jammu and Kashmir,Anantnag,2024,November,76
Jammu and Kashmir,Srinagar,2024,November,76
Ladakh,Leh,2024,November,84
Gujarat,Tapi,2024,November,127
Madhya Pradesh,Alirajpur,2024,November,119
Uttar Pradesh,Sambhal,2024,November,75
Assam,Chirang,2024,November,118
Uttar Pradesh,Amethi,2024,November,79
Madhya Pradesh,Satna,2024,November,111
Uttar Pradesh,Bahraich,2024,November,81
Haryana,Yamunanagar,2024,November,82
Haryana,Kurukshetra,2024,November,70
Haryana,Fatehabad,2024,November,72
Rajasthan,Hanumangarh,2024,November,74
Punjab,Sri Muktsar Sahib,2024,November,68
Punjab,Moga,2024,November,70
Haryana,Panchkula,2024,November,86
Rajasthan,Dausa,2024,November,96
Rajasthan,Karauli,2024,November,102
Rajasthan,Rajsamand,2024,November,121
Gujarat,Banas Kantha,2024,November,124
Gujarat,Patan,2024,November,122
Gujarat,Sabar Kantha,2024,November,125
Madhya Pradesh,Neemuch,2024,November,115
Rajasthan,Baran,2024,November,112
Madhya Pradesh,Sheopur,2024,November,110
Uttar Pradesh,Mahoba,2024,November,102
West Bengal,Alipur Duar,2024,November,114
Haryana,Palwal,2024,November,72
Madhya Pradesh,Damoh,2024,November,119
Punjab,Mansa,2024,November,69
Tripura,Dhalai,2024,November,142
Madhya Pradesh,Katni,2024,November,122
Uttar Pradesh,Kanpur Dehat,2024,November,80
Uttar Pradesh,Kannauj,2024,November,74
Uttar Pradesh,Gonda,2024,November,79
Uttar Pradesh,Bara Banki,2024,November,77
Uttar Pradesh,Rae Bareli,2024,November,80
Uttar Pradesh,Pratapgarh,2024,November,80
Uttar Pradesh,Prayagraj,2024,November,92
Madhya Pradesh,Rewa,2024,November,111
Madhya Pradesh,Sidhi,2024,November,115
Uttar Pradesh,Ayodhya,2024,November,78
Uttar Pradesh,Basti,2024,November,78
Uttar Pradesh,Sultanpur,2024,November,79
Uttar Pradesh,Jaunpur,2024,November,86
Uttar Pradesh,Varanasi,2024,November,96
Uttar Pradesh,Mirzapur,2024,November,100
Uttar Pradesh,Siddharthnagar,2024,November,81
Uttar Pradesh,Gorakhpur,2024,November,77
Uttar Pradesh,Deoria,2024,November,78
Uttar Pradesh,Azamgarh,2024,November,80
Uttar Pradesh,Mau,2024,November,82
Uttar Pradesh,Ghazipur,2024,November,89
Uttar Pradesh,Sonbhadra,2024,November,111
Madhya Pradesh,Mandla,2024,November,129
Madhya Pradesh,Balaghat,2024,November,131
Maharashtra,Gadchiroli,2024,November,144
Madhya Pradesh,Shahdol,2024,November,125
Chhattisgarh,Raipur,2024,November,131
Chhattisgarh,Durg,2024,November,133
Chhattisgarh,Rajnandgaon,2024,November,135
Chhattisgarh,Bilaspur,2024,November,123
Arunachal Pradesh,Tawang,2024,November,101
Assam,Nalbari,2024,November,122
Assam,Barpeta,2024,November,123
Assam,Kamrup Metro,2024,November,126
Meghalaya,East Khasi Hills,2024,November,132
Meghalaya,West Khasi Hills,2024,November,116
West Bengal,Nadia,2024,November,111
West Bengal,Hugli,2024,November,109
West Bengal,Haora,2024,November,110
West Bengal,Kolkata,2024,November,111
West Bengal,South 24Parganas,2024,November,110
Tripura,West Tripura,2024,November,136
Tripura,Gomti,2024,November,137
Arunachal Pradesh,West Siang,2024,November,118
Arunachal Pradesh,Upper Subansiri,2024,November,100
Arunachal Pradesh,Dibang Valley,2024,November,95
Arunachal Pradesh,East Siang,2024,November,122
Arunachal Pradesh,West Kameng,2024,November,95
Assam,Sonitpur,2024,November,122
Assam,Marigaon,2024,November,129
Assam,Bongaigaon,2024,November,119
Assam,Darang,2024,November,121
Assam,Nagaon,2024,November,128
Meghalaya,West Jaintia Hills,2024,November,127
Assam,Karimganj,2024,November,136
Assam,Cachar,2024,November,140
Tripura,Unakoti,2024,November,138
Arunachal Pradesh,East Kameng,2024,November,103
Arunachal Pradesh,Papumpare,2024,November,114
Assam,Golaghat,2024,November,128
Assam,Karbi Anglong,2024,November,136
Assam,Dima Hasao,2024,November,140
Manipur,Tamenglong,2024,November,139
Manipur,Imphal East,2024,November,138
Manipur,Bishnupur,2024,November,139
Manipur,Churachandpur,2024,November,144
Manipur,Chandel,2024,November,139
Assam,Dibrugarh,2024,November,124
Assam,Lakhimpur,2024,November,123
Assam,Sibsagar,2024,November,128
Assam,Jorhat,2024,November,128
Nagaland,Mokokchung,2024,November,129
Nagaland,Tuensang,2024,November,124
Nagaland,Wokha,2024,November,144
Nagaland,Zunheboto,2024,November,132
Nagaland,Phek,2024,November,136
Nagaland,Kohima,2024,November,137
Manipur,Senapati,2024,November,141
Manipur,Ukhrul,2024,November,128
Manipur,Thoubal,2024,November,138
Arunachal Pradesh,Tirap,2024,November,132
Nagaland,Mon,2024,November,130
Mizoram,Aizawl,2024,November,147
Mizoram,Lunglei,2024,November,143
Arunachal Pradesh,Lohit,2024,November,122
Maharashtra,Thane,2024,November,136
Maharashtra,Mumbai,2024,November,135
Maharashtra,Raigarh,2024,November,138
Maharashtra,Pune,2024,November,132
Maharashtra,Ratnagiri,2024,November,137
Maharashtra,Sindhudurg,2024,November,137
Maharashtra,Ahmednagar,2024,November,130
Maharashtra,Satara,2024,November,130
Maharashtra,Sangli,2024,November,137
Maharashtra,Kolhapur,2024,November,142
Maharashtra,Chhatrapati Sambhajinagar,2024,November,129
Maharashtra,Jalna,2024,November,132
Maharashtra,Beed,2024,November,133
Maharashtra,Solapur,2024,November,133
Karnataka,Vijayapura,2024,November,140
Goa,North Goa,2024,November,144
Karnataka,Belagavi,2024,November,146
Karnataka,Uttara Kannada,2024,November,144
Karnataka,Dakshina Kannada,2024,November,150
Kerala,Kasaragod,2024,November,140
Karnataka,Dharwad,2024,November,142
Karnataka,Shivamogga,2024,November,151
Karnataka,Chikkamagaluru,2024,November,147
Karnataka,Kodagu,2024,November,138
Lakshadweep,Lakshadweep,2024,November,119
Kerala,Kannur,2024,November,134
Kerala,Kozhikode,2024,November,131
Maharashtra,Parbhani,2024,November,135
Maharashtra,Latur,2024,November,136
Maharashtra,Dharashiv,2024,November,132
Karnataka,Kalaburagi,2024,November,139
Maharashtra,Nanded,2024,November,136
Karnataka,Bidar,2024,November,143
Telangana,Mahabubnagar,2024,November,138
Karnataka,Raichur,2024,November,134
Telangana,Adilabad,2024,November,138
Telangana,Nizamabad,2024,November,141
Telangana,Sangareddy,2024,November,141
Telangana,Hyderabad,2024,November,135
Maharashtra,Chandrapur,2024,November,137
Telangana,Karimnagar,2024,November,134
Telangana,Hanumakonda,2024,November,133
Telangana,Nalgonda,2024,November,124
Karnataka,Ballari,2024,November,137
Karnataka,Chitradurga,2024,November,147
Karnataka,Hassan,2024,November,145
Karnataka,Mandya,2024,November,129
Karnataka,Mysuru,2024,November,126
Andhra Pradesh,Ananthapuramu,2024,November,127
Karnataka,Tumakuru,2024,November,136
Karnataka,Bengaluru (Urban),2024,November,134
Andhra Pradesh,Kurnool,2024,November,129
Andhra Pradesh,Ysr Kadapa,2024,November,117
Karnataka,Kolara,2024,November,128
Tamil Nadu,Dharmapuri,2024,November,112
Andhra Pradesh,Sri Potti Sriramulu Nellore,2024,November,110
Andhra Pradesh,Chittoor,2024,November,119
Tamil Nadu,Vellore,2024,November,112
Tamil Nadu,Kanchipuram,2024,November,112
Kerala,Wayanad,2024,November,130
Tamil Nadu,The Nilgiris,2024,November,123
Kerala,Malappuram,2024,November,129
Tamil Nadu,Coimbatore,2024,November,112
Kerala,Palakkad,2024,November,128
Kerala,Thrissur,2024,November,127
Kerala,Ernakulam,2024,November,121
Kerala,Kottayam,2024,November,116
Kerala,Alappuzha,2024,November,120
Kerala,Idukki,2024,November,109
Kerala,Thiruvananthapuram,2024,November,104
Kerala,Kollam,2024,November,108
Tamil Nadu,Erode,2024,November,107
Tamil Nadu,Virudhunagar,2024,November,88
Tamil Nadu,Tirunelveli,2024,November,97
Tamil Nadu,Kanniyakumari,2024,November,109
Tamil Nadu,Salem,2024,November,100
Tamil Nadu,Tiruchirappalli,2024,November,92
Tamil Nadu,Pudukkottai,2024,November,89
Tamil Nadu,Madurai,2024,November,90
Tamil Nadu,Ramanathapuram,2024,November,93
Puducherry,Puducherry,2024,November,109
Tamil Nadu,Cuddalore,2024,November,105
Puducherry,Karaikal,2024,November,96
Tamil Nadu,Thanjavur,2024,November,88
Telangana,Khammam,2024,November,119
Andhra Pradesh,Guntur,2024,November,116
Andhra Pradesh,Krishna,2024,November,114
Andhra Pradesh,Eluru,2024,November,117
Chhattisgarh,Bastar,2024,November,147
Odisha,Koraput,2024,November,133
Andhra Pradesh,Kakinada,2024,November,117
Puducherry,Yanam,2024,November,115
Odisha,Kalahandi,2024,November,139
Andhra Pradesh,Srikakulam,2024,November,117
Andhra Pradesh,Vizianagaram,2024,November,117
Andhra Pradesh,Visakhapatnam,2024,November,118
Andhra Pradesh,Prakasam,2024,November,113
Tamil Nadu,Chennai,2024,November,109
Andaman and Nicobar Islands,South andamans,2024,November,140
Uttar Pradesh,Kheri,2024,November,75
Uttar Pradesh,Ambedkar Nagar,2024,November,79
Uttar Pradesh,Sant Kabir Nagar,2024,November,78
Uttar Pradesh,Kaushambi,2024,November,91
Uttar Pradesh,Chitrakoot,2024,November,98
Uttar Pradesh,Kushinagar,2024,November,74
Bihar,Kaimur,2024,November,101
Uttar Pradesh,Chandauli,2024,November,97
Jharkhand,Garhwa,2024,November,121
Uttar Pradesh,Bhadohi,2024,November,95
Jharkhand,Chatra,2024,November,113
Gujarat,Narmada,2024,November,122
Maharashtra,Nandurbar,2024,November,123
Madhya Pradesh,Barwani,2024,November,122
Gujarat,Panch Mahals,2024,November,122
Gujarat,Dahod,2024,November,122
Gujarat,Anand,2024,November,123
Gujarat,Navsari,2024,November,130
Maharashtra,Washim,2024,November,133
Maharashtra,Gondia,2024,November,135
Madhya Pradesh,Harda,2024,November,130
Madhya Pradesh,Umaria,2024,November,125
Chhattisgarh,Korea,2024,November,124
Chhattisgarh,Kawardha (Kabirdham),2024,November,121
Chhattisgarh,Janjgir - Champa,2024,November,122
Jharkhand,Simdega,2024,November,121
Chhattisgarh,Jashpur,2024,November,119
Chhattisgarh,Mahasamund,2024,November,135
Odisha,Nuaparha,2024,November,137
Madhya Pradesh,Dindori,2024,November,127
Chhattisgarh,Korba,2024,November,123
Uttar Pradesh,Hathras,2024,November,78
Odisha,Bargarh,2024,November,130
Chhattisgarh,Uttar Bastar Kanker,2024,November,143
Chhattisgarh,Dhamtari,2024,November,139
Odisha,Nabarangapur,2024,November,139
Chhattisgarh,Dakshin Bastar Dantewara,2024,November,144
Bihar,Buxar,2024,November,88
Bihar,Sheohar,2024,November,83
Jharkhand,Koderma,2024,November,107
Bihar,Jamui,2024,November,106
Jharkhand,Saraikela-Kharsawan,2024,November,114
Bihar,Kishanganj,2024,November,105
West Bengal,Uttar Dinajpur,2024,November,106
Bihar,Araria,2024,November,100
Uttar Pradesh,Gautam Buddha Nagar,2024,November,71
Bihar,Banka,2024,November,105
Jharkhand,Pakur,2024,November,105
Bihar,Lakhisarai,2024,November,102
Bihar,Sheikhpura,2024,November,102
West Bengal,Purba Medinipur,2024,November,107
West Bengal,North Twenty-Four Parganas,2024,November,111
Jharkhand,West Singhbhum,2024,November,116
Odisha,Nayagarh,2024,November,117
Odisha,Boudh,2024,November,132
Odisha,Boudh,2024,November,128
Odisha,Deogarh,2024,November,123
Odisha,Jajapur,2024,November,110
Odisha,Bhadrak,2024,November,111
Odisha,Jagatsinghpur,2024,November,110
Odisha,Kendrapara,2024,November,112
Odisha,Anugul,2024,November,117
Odisha,Malkangiri,2024,November,133
Odisha,Rayagarha,2024,November,126
Odisha,Gajapati,2024,November,119
Odisha,Jharsuguda,2024,November,124
Jharkhand,Jamtara,2024,November,101
Bihar,Vaishali,2024,November,88
Bihar,Samastipur,2024,November,86
Jharkhand,Latehar,2024,November,118
Karnataka,Bagalkot,2024,November,138
Goa,South Goa,2024,November,146
Tamil Nadu,Thiruvallur,2024,November,112
Karnataka,Udupi,2024,November,147
Bihar,Patna,2024,November,90
Haryana,Jhajjar,2024,November,73
Uttar Pradesh,Baghpat,2024,November,70
Haryana,Panipat,2024,November,70
Uttar Pradesh,Auraiya,2024,November,82
Uttar Pradesh,Shrawasti,2024,November,85
Uttar Pradesh,Balrampur,2024,November,83
Uttar Pradesh,Mahrajganj,2024,November,78
Arunachal Pradesh,Lower Dibang Valley,2024,November,120
Arunachal Pradesh,Anjaw,2024,November,129
Arunachal Pradesh,Kurung Kumey,2024,November,89
Telangana,Hyderabad,2024,November,135
Jammu and Kashmir,Kathua,2024,November,84
Karnataka,Haveri,2024,November,149
Karnataka,Davanagere,2024,November,146
Tamil Nadu,Tiruvannamalai,2024,November,108
Karnataka,Chamarajanagara,2024,November,121
Tamil Nadu,Namakkal,2024,November,100
Tamil Nadu,Karur,2024,November,99
Tamil Nadu,Viluppuram,2024,November,100
Tamil Nadu,Perambalur,2024,November,91
Tamil Nadu,Ariyalur,2024,November,90
Tamil Nadu,Theni,2024,November,100
Tamil Nadu,Dindigul,2024,November,91
Arunachal Pradesh,Upper Siang,2024,November,89
Arunachal Pradesh,Changlang,2024,November,121
Assam,Tinsukia,2024,November,125
Assam,Dhemaji,2024,November,124
Arunachal Pradesh,Lower Subansiri,2024,November,112
Chhattisgarh,Surajpur,2024,November,126
Jharkhand,Khunti,2024,November,114
Chhattisgarh,Mungeli,2024,November,123
Chhattisgarh,Bemetara,2024,November,126
Chhattisgarh,Baloda Bazar,2024,November,126
Uttar Pradesh,Shamli,2024,November,72
Punjab,Fazilka,2024,November,66
Punjab,Barnala,2024,November,70
Punjab,Tarn Taran,2024,November,67
Uttar Pradesh,Hapur,2024,November,72
Uttar Pradesh,Kasganj,2024,November,75
Madhya Pradesh,Agar Malwa,2024,November,117
Rajasthan,Pratapgarh,2024,November,115
Gujarat,Morbi,2024,November,122
Gujarat,Botad,2024,November,116
Gujarat,Chhotaudepur,2024,November,120
Maharashtra,Palghar,2024,November,132
Gujarat,Devbhumi Dwarka,2024,November,123
Jharkhand,Ramgarh,2024,November,107
Chhattisgarh,Balrampur,2024,November,125
Chhattisgarh,Gariyaband,2024,November,140
Chhattisgarh,Balod,2024,November,139
Chhattisgarh,Narayanpur,2024,November,147
Chhattisgarh,Bijapur,2024,November,141
Chhattisgarh,Sukma,2024,November,135
Chhattisgarh,Kondagaon,2024,November,145
Karnataka,Ramanagara,2024,November,129
Tamil Nadu,Tiruppur,2024,November,108
Tamil Nadu,Krishnagiri,2024,November,120
Mizoram,Lawngtlai,2024,November,154
Manipur,Imphal West,2024,November,137
Nagaland,Peren,2024,November,139
Nagaland,Dimapur,2024,November,137
Nagaland,Kiphire,2024,November,131
Assam,Udalguri,2024,November,115
Chhattisgarh,Surguja,2024,November,124
Chhattisgarh,Raigarh,2024,November,122
Odisha,Sambalpur,2024,November,127
Odisha,Balangir,2024,November,134
Bihar,Pashchimi Champaran,2024,November,78
Bihar,Purbi Champaran,2024,November,80
Bihar,Gopalganj,2024,November,79
Bihar,Siwan,2024,November,80
Uttar Pradesh,Ballia,2024,November,85
Bihar,Saran,2024,November,84
Bihar,Bhojpur,2024,November,90
Bihar,Jahanabad,2024,November,97
Bihar,Rohtas,2024,November,103
Bihar,Aurangabad,2024,November,106
Jharkhand,Palamu,2024,November,123
Bihar,Sitamarhi,2024,November,85
Bihar,Darbhanga,2024,November,85
Bihar,Muzaffarpur,2024,November,82
Bihar,Nalanda,2024,November,100
Bihar,Nawada,2024,November,105
Bihar,Gaya,2024,November,106
Bihar,Madhubani,2024,November,88
Bihar,Madhepura,2024,November,93
Bihar,Saharsa,2024,November,92
Bihar,Khagaria,2024,November,97
Bihar,Begusarai,2024,November,97
Bihar,Munger,2024,November,100
Bihar,Bhagalpur,2024,November,103
Jharkhand,Deoghar,2024,November,103
Jharkhand,Giridih,2024,November,102
Bihar,Purnia,2024,November,101
Bihar,Katihar,2024,November,103
Jharkhand,Sahibganj,2024,November,106
Jharkhand,Godda,2024,November,106
Jharkhand,Dumka,2024,November,102
Jharkhand,Lohardaga,2024,November,116
Jharkhand,Gumla,2024,November,120
Odisha,Sundargarh,2024,November,121
Odisha,Kandhamal,2024,November,126
Jharkhand,Hazaribagh,2024,November,109
Jharkhand,Ranchi,2024,November,112
Odisha,Keonjhar (Kendujhar),2024,November,121
Odisha,Dhenkanal,2024,November,114
Odisha,Cuttack,2024,November,111
Odisha,Khordha,2024,November,111
Jharkhand,Dhanbad,2024,November,101
West Bengal,Puruliya,2024,November,106
Jharkhand,East Singhbhum,2024,November,111
Odisha,Mayurbhanj,2024,November,112
Odisha,Balasore,2024,November,110
West Bengal,Birbhum,2024,November,104
West Bengal,Bankura,2024,November,106
West Bengal,Purba Barddhaman,2024,November,109
West Bengal,Paschim Medinipur,2024,November,109
Odisha,Ganjam,2024,November,118
Sikkim,Gangtok,2024,November,87
West Bengal,Darjiling,2024,November,110
West Bengal,Jalpaiguri,2024,November,109
West Bengal,Dakshin Dinajpur,2024,November,107
West Bengal,Maldah,2024,November,106
West Bengal,Murshidabad,2024,November,109
West Bengal,Koch Bihar,2024,November,114
Assam,Kokrajhar,2024,November,119
Assam,Goalpara,2024,November,123
Meghalaya,East Garo Hills,2024,November,118
Meghalaya,West Garo Hills,2024,November,117
Arunachal Pradesh,Shi Yomi,2024,November,82
Arunachal Pradesh,Lepa Rada,2024,November,115
Arunachal Pradesh,Namsai,2024,November,126
Arunachal Pradesh,Kra Daadi,2024,November,117
Arunachal Pradesh,Kra Daadi,2024,November,112
Arunachal Pradesh,Longding,2024,November,144
Arunachal Pradesh,Siang,2024,November,106
Haryana,Nuh,2024,November,72
Chhattisgarh,Gaurela-Pendra-Marwahi,2024,November,122
Jammu and Kashmir,Rajauri,2024,November,69
Jammu and Kashmir,Doda,2024,November,71
Jammu and Kashmir,Samba,2024,November,77
Jammu and Kashmir,Ramban,2024,November,63
Jammu and Kashmir,Shupiyan,2024,November,77
Jammu and Kashmir,Kulgam,2024,November,76
Jammu and Kashmir,Pulwama,2024,November,77
Jammu and Kashmir,Badgam,2024,November,79
Jammu and Kashmir,Bandipura,2024,November,64
Jammu and Kashmir,Kupwara,2024,November,70
Jammu and Kashmir,Ganderbal,2024,November,71
Punjab,Gurdaspur,2024,November,78
Punjab,Amritsar,2024,November,66
Punjab,Hoshiarpur,2024,November,85
Himachal Pradesh,Chamba,2024,November,97
Himachal Pradesh,Lahul & Spiti,2024,November,102
Himachal Pradesh,Mandi,2024,November,104
Himachal Pradesh,Hamirpur,2024,November,97
Himachal Pradesh,Una,2024,November,89
Himachal Pradesh,Kullu,2024,November,104
Himachal Pradesh,Kinnaur,2024,November,110
Himachal Pradesh,Kangra,2024,November,80
Jammu and Kashmir,Muzaffarabad,2024,November,55
Jammu and Kashmir,Baramula,2024,November,72
Jammu and Kashmir,Punch,2024,November,72
Jammu and Kashmir,Mirpur,2024,November,65
Jammu and Kashmir,Riasi,2024,November,75
Jammu and Kashmir,Jammu,2024,November,73
Jammu and Kashmir,Udhampur,2024,November,78
